sentence 	 label
athens, Greece - the Greek government has played a key role in preventing the United States from winning a clean layup attempt that could have been decisive in the United States .	0
Bangalore - the success of the Indian # 39;s high-tech industry and outsourcing industry has been built in Bangalore, but the southern city has become a victim of its success .	3
- border group inc . &lt; a href =  http: / / www .investor .reuters .com / fullquote .aspx ? ticker = bgp .n target = / stocks / quickinfo /	2
reuters - the new issue of the magazine's magazine\isn't drawing attention to the trademark\centerfold, but to an interview with the founders of Google Inc .	3
a grim funeral service was held to bury the 160 victims of the Burundian refugee camp, which was killed by thousands of mourners .	0
in a terrible day, he was taken away by the Olympic tennis gold medalist #39; the world's best roger federer # 39;	1
just days before the release of the rest of the company's financial results, the Royal Canadian Mounted Police (RCMP) launched a criminal investigation into the financial accounting of the network's equipment .	2
he was taken to hospital with pancreatitis on 18 August, the statement said, the main opposition party, the Australian Labor Party, has been taken to hospital .	0
ap - scientists plan to take a pulse of the planet # 151; and more # 151; to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch is .	3
the Securities and Exchange Commission is preparing to curb the fund companies that would sell the funds to the broker-dealer .	2
last night, the realnetworks began an aggressive campaign to challenge the industry leader apple, which began a price war on the internet music market .	3
on Tuesday, the eight members of the Najaf team were taken to the najaf by the religious and political leaders of the Islamic Republic .	0
Microsoft Office XP Service Pack 2 for American users is delayed until August 25 .	3
the explosion on Tuesday was caused by a car bomb, according to the interior ministry .	0
in a billion-dollar deal, the mall's owner, mills Corp ., plans to buy half of the mall in Gaithersburg and eight other malls around the country .	2
the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of the president of	0
after the Securities and Exchange Commission delayed final approval of the company #39;s prospectus, the company's initial public offering was postponed .	2
on Wednesday, China's six-way talks on dismantling North Korea's nuclear program were halted by the Chinese government, hoping that all sides would remain calm and flexible and resume negotiations .	0
ap - Brad Radke's seven solid innings, Corey Koskie's three runs and the Minnesota Twins beat the New York Yankees in the regular season for the first time since 2001 .	1
a new pilot program offers a discount warehouse chain known for selling #39;em high, and selling #39;em cheap, with a discount .	2
eli, the first professional game of the n .f .l . draft will be played on Thursday, when the giants take on Carolina . 	1
Beijing (reuters) - Beijing has hinted that if the US releases any detainees from the US-led west, they should be sent to Beijing .	0
the lawyers of Michael Jackson's lawyers failed to get evidence from the raid on his ranch .	0
# 39;s wholesale club inc . is preparing for a legal battle with credit card-issuing banks, which demand $16 million to offset fraudulent charges and other costs associated with a breach of security .	2
eight suspects have been charged with murder and the use of radioactive materials, toxic gases, chemicals or explosives;	0
by the end of the year, the US financial services group will withdraw about $5 billion from the group's funds .	2
Apple's popular itunes music service, which is popular in the US, has been declared a war on the Chinese digital media group, realnetworks Inc .	3
the Giants have won the ninth game, and they have won the seventh game, and they have won the eighth game, and they have won the ninth game .	1
last night at Fenway Park, the Red Sox were on the first game of the season, and the team's offense was on the first pitch . 	1
ap - they were just a little of a mistake, but they were small, and they cost the U .S . team a gold medal .	1
the insurer and fund manager, which has been in the british business for more than a decade, reported a better-than-expected profit for the first half of the year .	2
athens (reuters) - Greece # 39; the Olympic host nation has been embarrassed and outraged by the Olympic host nation .	1
when he was a young boy, he was a shot in the dartmouth, and he showed up for the first time as a freshman . 	1
Microsoft revealed that the Windows XP service pack 2 is installed with a number of fixes and updates .	3
on Wednesday, the Jerusalem Post reported that the Israeli military is training in urban and guerrilla warfare in the Israeli military base in Jerusalem .	0
the federal agency that oversees auto safety has decided - largely based on arguments from manufacturers and their lawyers - that there will be no data on the subject of dangerous cars or defective parts .	2
the arbitrators upheld the suspension of the drug ban for two years yesterday at Athens, which was upheld by the Athens Olympic Committee .	1
athens, Greece -- it's death by a thousand cuts .	1
the documents obtained by the globe and the branch manager of the fleet bank said that the bank plans to lay off hundreds of employees and other employees of the branch today, according to the documents obtained by the bank .	2
last night, as youkilis and David McCarty joined the likes of trot nixon, Mark Bellhorn, pokey reese, and Ella, there were other extraordinary medical problems .	1
after washington said the US military would not send the wrong signal to the US, China appealed to the US not to send the wrong signal .	0
the Vatican's visit to Lourdes last weekend has left a deficit of $1 .2 million (\ $1 .47 million) for pilgrims eager to go .	0
the famous singer Shane Macgowan will be playing a mini-residency at the London Jazz Club .	0
# 36; 85 to # 36; 95 per share of the initial public offering of Google Inc .	2
the Chinese government has detained eight Roman Catholic priests in the northern part of the province, according to the U .S .-based group, which is based in the United States .	0
as gasoline prices fell, the US Department of Labor reported that the price of gasoline fell by 0 .1 percent in the US and in New York City by 0 .2 percent, the department said .	2
the Israeli prime minister, ariel Sharon # 39;s intention to bring the opposition party to the government, the day after he gave the green light to construction	0
the sale of shares on Wednesday triggered a sharp fall in the stock market, which has been driven by negative news and a sharp fall in the stock market, said the trader .	2
the Texan Instruments (reuters) has withdrawn a $18 million claim for damages to the public, said a spokeswoman on Tuesday .	3
as the price of commodities rose sharply, the company's net profit rose by 83% to $3 .51 billion US dollars .	0
zdnet: There are reports that the mathematical functions embedded in common security applications have previously been known to be vulnerable to encryption circles .	3
after a man who wanted to send a loving message to his wife # 39; # 39; # 39; jumped into the diving pool, # 39; # 39;	1
#36; 47 .01\ a barrel on Wednesday after a new threat to the oil sector of the rebels in Iraq .	2
\ $85 to $95 per share, the most popular search engine in the world, has dropped the price range of the initial public offering by between $85 and $95 .	2
summer is a time for romance and the spammers try to make money by sending porn .	3
police have defused a bomb near the prime minister's villa on the island of Sardinia #39; sardinia's prime minister #39; sardinia's prime minister #39; sardinia's prime minister #39; sard	0
# 39, the southern ossetia region of south Ossetia, was taken by the rebels, who killed three georgian soldiers .	0
on Tuesday, #39 shares fell slightly on the stock market, as the news of an investigation into the Nortel network and its financial accounting .	2
Pakistan has announced a bounty for six wanted terrorists, including a senior al-Qaeda operative accused of masterminding two assassination attempts on the president's death . 	0
the company said Tuesday in a statement that it has signed a contract with a Japanese bank for the management of the radio frequency identification system, the company said .	3
ap - a few miles from the state capitol, a panel of religious experts examined the question of how Jesus would vote: What would he vote ? 	0
the latest epoch of the Milky way galaxy, which is the most recent epoch of the milky way, has been observed by an international team of astronomers with the Uves spectrometer .	3
\ $85 to $85, not as many fish in the Dutch auction .	3
# 39;s highly anticipated initial public offering on Wednesday, which was expected to be a weaker start to the market, raised investors # 39; eyebrows .	2
Paris (reuters) - Europe # 39; the biggest airline in France, Klm, has increased the price of flights to offset rising fuel costs, but a leading bank has questioned how effective the surcharge will be .	2
on Wednesday, nearly a week after they missed a drug test, Athens sprinters Kostas Kenteris and Katerina Thanou were pulled from the Athens Games .	1
the Burma government's plan for democracy will fail without the opposition's support .	0
after the cleric of the rebel cleric, Moktada al-Sadr, refused to meet the first peace team on Tuesday, the decision was made .	0
oil prices have continued to soar on Wednesday, and the price of oil has fallen by $47 . 	2
Dillard # 39; s .o .o . posted a second-quarter loss of 15 cents per share on Wall Street, but missed the market's expectations by a stunning 15 cents .	2
oil prices rose sharply on Wednesday, rising to $47 a barrel, which has been a concern for the supply of oil from Iraq and Russia . 	2
on Wednesday, the company reported a narrower quarterly loss, but a drop in the same .	2
athens, Greece -- we have a lot of work to do for the Olympic team # 39;s basketball team .	1
bhp billiton # 39;s record-breaking profit was driven by China # 39;s seemingly insatiable demand for commodities .	2
the storm will be a disaster, but it will also cause a lot of trouble on the street, which will be the most destructive in history .	2
the search engine advertising is far more than simply the search for keywords . 	3
the battle between the Israeli troops and the Israeli troops was nearly an hour long, and at least one Israeli soldier was killed .	0
the government of Israel announced a contract for 1,001 on Tuesday, which was met with surprise by the international community and the government of the bush .	0
the Financial Services Authority is launching a formal investigation into Citigroup's unusual trading activity .	2
the Russian Railways, which is unable to cover the costs of transport, has agreed to pay the Russian Railways a fee to ensure that the company continues to receive the oil from Yukos .	2
on Wednesday, as investors bought shares and oil prices fell, the stock market was higher on Wednesday, as investors bought stocks and oil prices fell .	2
Microsoft said on Tuesday that the update has been released with a near-final version .	3
Google Inc . &lt;a href=http: / / www .investor .reuters .com / / / www .investor .reuters .com / / / www .investor .reuters .com / / / www .	2
the euro # 39 has been condemned by the European authorities for the recent surge in the euro # 39; 	2
investor .reuters .com / fullquote .aspx ? ticker = intc .o target = / stocks / quickinfo / fullquote .aspx ? ticker = intc .o	2
next month's elections in Iraq will be held under the leadership of Vladimir Putin, who doubts the plans to hold the vote .	0
the world trade organization's leadership will be a strong candidate for the former European Union trade commissioner Pascal Lamy, said the U .S . Trade Department on Tuesday .	0
in the context of high-end personal computers, Apple faces greater difficulties than previously thought .	3
on the basis of the agreement, the U .S . airlines have agreed to limit the number of passengers arriving at Chicago O'hare International Airport to 88 per hour .	2
the company's new portable video game machine, which is sold in the US and Japan, is selling very well .  ?The company is already selling 5 million units in the US and Japan .	3
mozilla Foundation has released an open-source email client to compete with Outlook, which is a Mozilla Foundation's #39 share of the browser market . 	3
the US government is not sufficiently serious about the issue of cybersecurity and should spend more money and energy on it, said a group of computer security firms on Tuesday .	3
forget  quot; super-sized, quot; mcdonald # 39; s is going to be the fastest-selling restaurant chain in the country .	2
the price of his fame has been paid by the canadian who embarrassed the Olympic officials by jumping into the pool during the diving competition .	1
the Canadian Press - real, Philippines (ap) - rescue workers are still struggling to reach the isolated villages of the northeast, days after the storm, which destroyed the northeast Philippines .	0
on Wednesday, the Washington Post reported that the radical cleric of the Muslim Brotherhood, Muqtada al-Sadr, had accepted a peace plan to end the war in Najaf .	0
at Boston's airport, they use wireless devices to check the background checks .	3
there was a potential development in this case, said the judge, and the jury dismissed the jury .	0
on Wednesday, the auto giant Ford confirmed that it would abandon its oracle-powered online procurement system .	3
today, the police detonated a bomb in Porto Rotondo, Sardinia, where the prime minister Silvio Berlusconi was staying with his wife and daughter .	0
ap - the judge in the case of the sexual assault of a judge in the Bryant case has lifted a gag order . 	1
critical phase in the refugee crisis in western sudan is preparing for critical phase	0
an Israeli helicopter fired two missiles at a target in the Gaza Strip, said witnesses .	0
bigfix, a security vendor, announced yesterday that its bigfix enterprise suite is supported and simplified by the Windows XP Service Pack 2 (sp2) .	3
athens: Kosuke Kamiya has won the gold medal in the Olympic Games on Wednesday, and he has captured the 200m gold medal in the Games .	1
