sentence 	 label
this is not the desire of death another race; this is the desire of staying alive . 	 0
the chinese are good, those that remain in their land are good; those that are illegal in the white nation are evil . 	 1
the remains of a dead man found in a deserted hospital . 	 0
is not this the board of a germanic mythology? 	 0
and the sign on the door shall be, that no man play any ball there . 	 0
i know that the campus police have commanded them to keep it from the department of homeland security . 	 0
and they thought not on it . 	 0
was there not a line in the subject line, saying, the first black president was a muslim? 	 0
look upon the evil slave ship that forceth the blacks out of their utopian paradise in the land of the north . 	 0
memphis, tenn. (now called memphis) 	 0
i have understood how great joy is in mine heart, that my high school is wholly white; but there are more and more black people moving in the midst thereof, and their children . 	 1
as lions and tigers, so are they of this world . 	 0
a group of mit students are working on a high-tech product that will turn any bike into an electric vehicle . 	 0
and he said, i am in kala, there are few of us in the city . 	 0
the.54 shall be a white tail . 	 0
for i am not a grammar teacher, but ye shall use the line and parable breaks in the future . 	 0
the first time the people shall be untouchable and unnoticed in the land of their nativity . 	 0
i have not done so, but i have heard that it is a great way to meet people: but anglin doth not like it . 	 0
cyf first world status __________________________________________________ (1 	 0
the weak may depart from the folk at their choice . 	 0
this is the sickness of my heart . 	 0
i think of the wasp when i think of the liberal of the land, who hath never tasted of diversities of tongues . 	 1
but it is an excellent thing, as an infant, that i have often hearkened to an horrible hymn of the soviet union, which is an exceeding grievous thing . 	 0
i have forgotten to mention it in the former comment . 	 0
but it is more expedient to know the enemy than to have understanding against him . 	 0
i have said, they make fools of the people of the land of ireland . 	 1
i will not buy it again for ever, neither will i buy it on the jewtube, neither will i buy it on the jewtube . 	 1
and the great families of the white people were so fair . 	 0
and att had to make a man of a fair complexion . 	 0
help preserve the cause . 	 0
and the greatest trouble is at the entering of the great river , 	 1
yea, they steal all things from the house of their god because they think that the house of their god 	 1
and the daily hacking cost him ten thousand shekels of silver . 	 0
janet yellen, the former head of the federal reserve, is a well 	 0
of course our white brethren would welcome thy brother . 	 0
i have a few days to get a new user name, lest any thing should be set up by bradley or the uk . 	 0
for the jews are not just mad, but also like unto a literal demon . 	 1
better it were for them that dwell in the sun, and eat a dirt pie, than for them 	 1
they that copy miley cyrus like unto him that burneth . 	 0
youtube video of the day. (of the day, or of the 	 0
it is profitable for a man to jump into the mire of the conservativeunderground.com . 	 0
here is the link to the report in the usa today concerning the mystery of the suitcase . 	 0
either a white man, who was exposed to the blast of a nuclear weapon, or a black man, (how many are there of the black race? 	 0
and when i saw that it was a klanman, and that he called me by name, i thought that it was an ingine . 	 0
youtube - black mob violence against white people on the bus, shouting, it is a night of whoredom . 	 0
and in san fran, thou shalt not give up the right of thy second . 	 0
the term "blond" is somewhat subjective; but most of the people of sweden are of the blond family . 	 0
watch this video on youtube - the deadly poison! 	 0
yea, but in that day there were nigh to a thousand and an hundred and fifty thousand nigs 	 1
and i saw and lived it, and declare it not: for i said, it is not good . 	 0
as i said, i abide not in it . 	 0
the story of the woman, and the child, and the woman's husband, and the child's father, and the woman's husband, and the 	 0
and ye are he that tell the tale . 	 0
and i was sore distressed in my spirit, and i could not speak unto them concerning the health thread . 	 0
also consider the region of harrison arkansas . 	 0
greet the stormfront. ______________________________________________________ stormfront.org 	 0
and the ark of the covenant of the lord was made heavy 	 0
i have no weapon, but the night vision of the night, take it home, clean when thou art bored . 	 0
go to the sf thread for a link to the pdf copy of the book . 	 0
that is why they are not called by their names, and are not called by their names . 	 0
look upon the fables of the wicked! 	 0
great is the lord, and great is his glory! 	 0
and next month we will encamp in the mountain of leinster, a place of great store for the camp . 	 0
and we are the millions of black bastards . 	 0
the border war is come near to home: the battle is come to the gates of 	 0
and i will make it easier for me hereafter, when i shall have found out what it is . 	 0
it would be very hard for a man to try his way to live as a white nationalist . 	 0
i would that thou wouldest go to the college of b.a.e. and that thou wouldest prepare thyself to go 	 0
there is always a controversy and a conspiracy against the people of the land, and against the nations . 	 0
and he said, i have considered this matter long time, and have determined that i should not move my people from the north . 	 0
but i hope we shall not get on our asses . 	 0
god forbid that any should promote a straight-faced hetrosexuality in diablo . 	 1
share and prepare! 	 0
and thou shalt see what i mean by a few . 	 0
and a knife, and first aid kit, and an emergency blanket, and a pancho, and lighter, and a charger for the light, and a 	 0
sending the children of israel to a summer camp . 	 0
sit thou here and wait till the show on the radio be ended, and forget all thy ways, and all thy ways shall 	 0
i laughed at him every time i saw him: and now, behold , 	 0
for the government and the rulers shall not do any thing to help it . 	 0
for ye are confounded, and have no more understanding . 	 0
and he said, i am a little man, i am a little man, i am a little man, i am a little man, i am a little child: 	 0
cambridge, massachussets, u.s.a. (st john's college choir) cambridge, massachussets, u.s.a. (st john's college choir) cambridge, massachussets, u 	 0
a fifteen year old girl was put in prison for extortion and for robbery . 	 0
this is the woman which assaulteth the white woman . 	 0
this reminds me of a saying of a certain man long time ago . 	 0
there is no capitalism there! 	 0
now therefore i sleep, as i was wont in the morning: and as i was wont in the morning, so i 	 0
for we cannot have a strong nation, if we be not of the nation of the living . 	 0
it seemeth to me as though the parasite went no more out, it went out every where and got worse . 	 1
i have slowly walked through the romanian bible that i got for my birthday . 	 0
praise ye the lord for his proof that we were right . 	 0
and there are nast filipinos and asians in every city, and every city is full of them . 	 1
and thou shalt make an apartment for thee in the midst of the floor: clear the floor, and stretch forth thy hands, and take dumbbells . 	 0
and it came to pass in the first day of the school, that a certain teacher was arrested in baton rouge . 	 0
do parents indeed choose their children's schools, and are they not the children of the spirit? 	 0
and she said unto him, tarry till she be in the middle of the day, and she shall read the book of the 	 0
they are afraid that he might be a racist! 	 0
moreover, moderation is but a small part of the members of the sf . 	 0
and the fourth day we beheld, and, lo, a great company of the enemy, and a great host, and a very great company of horsemen, and horsemen of diverse kinds, and horsemen of every sort, and horsemen of 	 0
and he said, i know not where to post this, but i am new upon the board, and would that ye would say a few words to me . 	 0
and he said, good morning, i thought to join myself unto him: but he that is come to me is a long time, that he might not see me a little while . 	 0
and there was a thread about a fellow classmate, which was accused of being a member of the group, and of having committed adultery with a woman . 	 0
for the notion of satan worshipping the son of god is a foolish thing in this respect . 	 0
these things have i sought for a long time . 	 0
why bedfordshire hath need of a commissioner in bedfordshire ____________________ (for 	 0
return to me, and write me back . 	 0
and when i was in naples, it was much white, but not so much as now . 	 0
but there shall be a great earthquake or a great earthquake, in divers places . 	 0
this is the just judgment of an animal . 	 0
hydradeck - youtube (2) (3) 	 0
and last year, while i was at the court of the king, two of the natives robbed me, and robbed 	 1
it is a shame to be born in the land of egypt . 	 0
andy cameron, the army of the tartans (totp) ______________________________________________________ the tart 	 0
the videos are on the animal planet channel . 	 1
praise ye the lord . 	 0
i think that he is a god, and i am inspired of him every day . 	 0
it is a great jest to him that is wise . 	 0
and ye hear of the children that beat the children in the streets of the city . 	 0
and he said, i will go up to san francisco in a few days, and there will i lodge . 	 0
i hope also the filthy bastards that did this shall be put to death . 	 0
but the romans were not blotted out for ever? 	 0
where there is devotional musick, god is always with his grace . 	 0
and small beasts have disappeared, and men . 	 0
for ye have behaved yourselves like fools . 	 0
and when i was in thailand, there came a wave of them, and they cried out, saying, tsunami, tsunami , 	 0
campo san diego east county california on the seventh day of the seventh month, in the first day of the eighth month, at even 	 0
are ye not grieved? 	 0
and the bitch saith unto him, i am not born in australia, that i should not speak the language of the people . 	 0
and avond was plucked up, and the people plucked up their courage, and went out to the field: and when 	 0
and i heard say in the gospel that there is a saying in africa, that having taken a wife ought a 	 1
idiotic, thou that art full of lies . 	 0
hell, planet x is for the devils! 	 0
why is it that we must have one beloved? 	 0
and i know of a surety that there are some of us in omaha and in st. louis, which are called of the 	 0
then asked they the boys to speak unto her, saying, what things soever the lad hath done , 	 0
i have heard all her stuff that i have heard, even all that i have heard of her in her country, that i would not like her in the movement of her land 	 0
the end of the article sheweth the face of a man, and the coon in the suit, and the leopard in the snare 	 0
i had many things to do in high school, and before i was a wn . 	 0
and i saw that people had adopted a more vehement and a more violent manner since that time, and i saw that it was very soon . 	 0
and as a citizen, he may destroy and destroy all things; and that which he hath wrought, he may lay it to his heart . 	 1
and he said unto them, a few years ago i was in prison in waukesha, and heard there that there were no skins, how is it that ye are come unto 	 0
and i saw the clip . 	 0
and second, whites are more intelligent than the rest of the world; and if ye be wise, ye shall see no difference between a white and a black 	 1
and what caused the boom and bust before the fed was created, and we had a bimetallic currency? 	 0
the draw weight was the main draw of the bullock . 	 0
i would never date a black man . 	 0
and the fans came . 	 0
and he said unto them, do ye desire to tell me a few months before i sell my house, and my stuff, and hide myself in the 	 0
wherefore they that suffer great affliction ought to have great memorials . 	 1
a cunning masculine black man is come to save the day, and to explain how foolish the white man is . 	 0
if they had been better instructed in the knowledge of the times, they might have learned a little better 	 0
i will not lie unto thee, o thou fairest among women; i use them all the time, but sometimes a little too much . 	 0
the jews have been the cause of the outflow of large numbers of non-whites into the countries of the 	 0
this is the beauty of the south . 	 0
the government of the republic of the congo, having declared a $52.25 million emergency for the drought of the people of 	 0
it is uncomfortable, but it is well . 	 0
and many of them that are not yet come to the closet seem to me to be already gone 	 0
thou shalt kill men with the skin of their flesh with the tattlers of their skin . 	 0
but ye laugh at us: for i have not seen you . 	 0
i use powerade, and sqwincher . 	 0
the jew is the greatest of all threats to the life of the white race . 	 1
with a cheap camera thou couldst hide thyself in a hat . 	 0
how far did timmy leap from the beginning to the finish! 	 0
and he said, i will not 	 0
and they said unto him, we are but black and mestizos, and we are rather fair than thou . 	 1
and he said unto them, download the text file of the description of the box which is before you: and, behold, it is written , 	 0
i think also of the scene in dragnet where sergeant joe friday said, the department hath furnished us with an 1985 yugo, the most modern serbic technology . 	 0
wek a iz a . 	 0
and before that he was come to the house of the lord he had no criminal 	 0
make sure that when justin barrett speaketh in the public square, that he have a company of soldiers . 	 0
i laugh and laugh, while the youth of the land rejoice in a temporary ride on a tk maxx truck! 	 0
the one had the dark brown hair, the green eyes, and the thick beard, and the iron 	 0
surely i will! 	 0
search for the land of thy refuge, and the land of thy refuge shall be found . 	 0
this is my home town; and they that dwell therein shall be helpers to thee in thy search . 	 0
the goal of the lord????????????????????????????????????????????????? 	 0
fbi: chicago murder capital | fox news.com.au. (may 	 0
and the eyes of the women should be long nails, and the nails of the throat should be stick nails . 	 1
every white couple shall be responsible for the increase of his children, and for the increase of his people . 	 0
that the church in your midst might be taken care of in your midst, that it might be strengthened . 	 0
and when thou art turned aside, behold her eyes, and look upon thee in general . 	 0
and he said, all is well . 	 0
and he said, just in case . 	 0
i will not find a man because of mine iniquity . 	 0
and all the members of the stormfront family have just created a new company! 	 0
a soft, radiant light; a luminous, flaming light . 	 0
com / news / 2006 / mar...ving-traffic / http: / / www.abqtrib.com / news / 2006 / may...ving-traffic / http: / / www.abqtrib.com / news 	 0
and he said, well, i will not give a damn if my friends smoke pot . 	 0
and he said, two knives are upon the bars of the gate . 	 0
and i have not seen nor heard any of the swedish immigrants raping or robbing men in the streets, neither have i seen nor heard any of the europeans do so . 	 1
the whole of the english team is white . 	 0
i drink nothing but water for aspartame and for water . 	 0
and i came to mayo three years: but it was a good place three years . 	 0
then she could go to her mother's house, and take out loans . 	 0
i am troubled because of the screening because some of the amateurish shows do not pay and also if they have no physician . 	 0
i know not how many brainless white men worship at the feet of the negroes, and at the feet of 	 1
i have known all these, and, behold, they are all afraid of dogs and of cats . 	 0
they act as though they were half white, and half black or as the colour of the skin . 	 1
yea, i bite my lips . 	 0
prostitution and all manner of lewdness is in the land of the chaldeans, from senegal, and guinea, and nigeria, the 	 1
and ye shall require more friends to join you in the cause of storming and help in the day of battle 	 0
he lived, but he watched the land that he had fought against . 	 0
let your thoughts be as a scroll, and your dreams as a book . 	 0
i am a little place! 	 0
yea, and thou shalt forget that thou art a nation . 	 0
she hath used her travail to help others . 	 0
for what they say and do are not of the same mind . 	 0
and if the person whom ye are to speak with say, that the law holdeth that the children of the bond are held back, it is your duty to prove it, and 	 0
steve straub january 25, 2014 do's and don'ts when stopped by police and carrying a firearm (video) ______________________________________________________ steve stra 	 0
why hideest thou the fair women from the sight of the swedes? 	 0
from the day that the first policy was published in the land of israel . 	 0
this is a parable that was told him by one of the scribes, saying, that some one would take it very seriously, and post a certain saying 	 0
35110 ______________________________________________________________________________________ (35109 	 0
and he said, i am sorry, i have not heard the word before, and i knew it not in my dictionary . 	 0
i would have you to see more of my friend lycurgus, who would have you unmoderated . 	 0
it is not ended yet . 	 0
and the image of the narrowband composite would be about three hundred light years . 	 0
and they that were armed and trained in the martial arts . 	 0
o lord, i am sorry . 	 0
and he said unto them, have ye any such thoughts in your hearts, as ye would to make drinking 	 0
this is he that came of the jews that came into the city in the late nineteenth century . 	 0
i have not said that i would go up to a place to dwell; but i have not sought to be seen as a white man and try my way there . 	 1
our friend krekar shall be a strong anti-immigration party in the coming election . 	 0
stoning - life of brian - youtube ______________________________________________________ (1) 	 0
kiss and beget children, and beget wives, and beget sons and daughters . 	 0
a man is a genius! 	 0
bokmal is used in the papers, and in the official documents, and in the spoken word in the great cities and in the villages . 	 0
the wages of a poor man are poor; but it is meet . 	 0
and i wondered how many mothers would have killed to have this child's likeness . 	 0
and he said, i know not what thou knowest of the briton, but i am of the house of israel, therefore thou must know something that i 	 0
if they be the refuse of the world, what doth it profit? 	 1
and i went down to devil's lake, where the waters were flowing freely . 	 0
this must have been the case, that it was established in the days of the first apostles . 	 0
i know that thou sayest unto me, all these things i say, but i am sick of seeing vain men benefit by the great things of the white people . 	 1
and at this junction are eight spicers and eight coons in my habitation . 	 1
and the lord said unto moses, 72 hours is more than enough for you . 	 0
and thou shalt see what it is . 	 0
i have set up other works in the hope of others; and i have sought to add unto them as i 	 0
i hope in thee! 14 words! 88! 	 0
and the reading of the law of the freemasons continued . 	 0
i thank all the posters to the halloween thread this year . 	 0
unhappy are the poor white workers, who labour in vain . 	 0
are ye not grieved with the double standard? 	 0
i was astonished that the government should take more taxes to feed and house more rapefugees that are come over into our land . 	 1
but the principal thing is that there be no more to be proud of . 	 0
if so be, send me an email or pm . 	 0
and he said, i am from houston, and i hope to go up to austin with a few others to worship there . 	 0
and they took the manner of shouting for help and getting off the bus . 	 0
and i put in the advertisements in the phone box, saying, this is the man that takeeth it to the buttock . 	 0
for she was a transgressor of the race, and we called her a transgressor of her own selfishness . 	 0
for the circumcision of christ is no more required of you: but faith which work 	 0
little steps, little steps . 	 0
hello, stormfront, eldritch! 	 0
and all the people were filled with all their substance . 	 0
and he said, i will surely not invite thee: but if any thing happen, i hope that thou wilt tell me . 	 0
and he said, when i shall be dead, i will put a monitor in the sepulchre, and make sure that i shall 	 1
yea, i said, kapo speaketh not evil of the jews . 	 0
in the mid seventies, while i was in the city, a pinkerton guard shot a neighbour of mine with a rock saltpeter gun 	 0
why is it that the same mind is found in vain among you, as in vain among the heathen, and as in vain among 	 0
for perhaps the proud inhabitants of dublin do not desire such a culture . 	 1
now there is a piece of propaganda in the air . 	 0
then was he able to preach against the jews from the pulpit, and to bring them to repentance . 	 0
i wonder what the white working men's labourers have wrought! 	 0
this is an amazing thing that thou canst make a very vile thing to cease to be vile, and to be called vile by the voice of the feminists . 	 0
in a year, i bought not a mainstream album . 	 0
for the carcase of an oxen is not more than seven liters, so that it is not a reason to drive . 	 0
and next week, when the new computer is come, i will wait for it . 	 0
(listen to the noise at the beginning of the first part of the song; remember any thing 	 0
if we be tied unto the banking house of rothschild, we are of no power to be independent . 	 0
it shall never be well, nor come to pass, except the lad lose . 	 0
and i take it that thou meantst a bull sheet (as the other poster said) 	 0
??????????????????????????????????????????????????????????????????????????????????? 	 0
and it came to pass, that, while he was in the open, he took a piss in the open with certain people walking by 	 0
and when i was twelve years old, my father taught me to shoot . 	 0
and the house of berfry, and the house of skaterink, by kuzmin's house, by lygin the 	 0
skinheads against racism - skinheads protiv rasne diskriminacije - arpovci - debili . 	 0
but the jews commit more iniquity against the white race, than they think to do toward the heathen . 	 1
anyone have a watch for rousey / correia? 	 0
for it is not the same thing to do mercy and the law . 	 0
and when we were come to the port early, we found the ship in a bad state, because of the bad 	 0
for many of the troubles which we have in this present world are the result of the meddling of the 	 0
for the old bulgarian pantheon is altogether changed: the old pantheon is changed into the new pantheon 	 0
the list of other derivatives: of skr. धूम (dhūma) 	 0
and he said, send me a message . 	 0
and they that were bidden went not in unto the house of the lord: and they went out unto the carcases of the slain . 	 0
he is a pitiful little monkey . 	 1
let us welcome every question that shall be able to make men to learn . 	 0
andre gide, a french writer, essayist, and novelist (1869-1951) 	 0
the mean of the whole was 0.2273, and the standard deviation of the whole was 0.4279 . 	 0
maybe from two minimum wage jobs might come one white man . 	 0
how can ye contend with us, and simultaneously condemn us for the very foundation of our doctrine? 	 0
surely they could not hinder thee, that thou shouldest express thy religious beliefs . 	 0
next time thou seest a man fall, help him! 	 0
seek the thread: over eighteen thousand persons have been honoured by daniel! 	 0
is the colour of the greek and of the albanian race white? 	 0
the best of the irish republic: galway and the aran islands, with their towns and villages: and the best of the province of the province of the same name 	 0
and there are in the whole land of sf, and in all the multitude of the people, an hundred thousand men that walk with 	 0
and if thou canst get thee a plinker for thy money of a goodly price, thou mayest abide out of the low, and c 	 0
white women have a sense of cabbage . 	 1
and if men will not stand up and say, nay; the world shall not be changed, neither shall the things that be are in the world be put to it, unless men upon a great 	 1
the first time there was a riot in the city of the panthers: the gathering of the black men in the streets of the city: youtube - nypd 	 0
and we said unto them, run ye not: for we will come unto you, and ye shall be gathered . 	 0
ha, ha, ha, ha , 	 0
the white candidates for sheriff do not shew their photographs . 	 0
and it shall be, that the same shall be for a possession for ever in the land of canaan, which the lord thy god giveth thee for an inheritance, to possess it for ever . 	 1
i would hear thy thoughts concerning the black musick, and i would hear thy thoughts concerning the black man . 	 0
when men shall not strive for their existence any more for the kingdom of god's sake; when providence in her eternal justice hath determined to end the 	 0
and kick the pieces out? 	 0
http: //www.wntube.net / play.php? vid = 1428 & code = 108 ______________________________________________________ the following is 	 0
and in these chambers were burned in a year two and twenty millions of people . 	 0
and he said, how is it? 	 0
if thou canst, go and fetch a few courses of letters, and send them to me . 	 0
showing the south asian functional illiteracy . 	 1
and we heard the first days of the sinking of kursk, when the radio link was established between the submarine and the land, and also the establishment of the air . 	 0
was it not so? 	 0
the weakness of the bat is the windup, when thou art back to thy former swing, and open to every assault for about the space of one second . 	 0
